Player Name,Position,Team,Season,Games Played,Goals Per Team Goals %,Assists Per Team Assists %,Points Per Team Points %,Total Points,Total Team Points,Player Age
"Boudrias, Shawn",RW,Olympiques, 2017-18 Regular Season,2,0.25,0.5,0.75,3,4,18.30684932
"Whittaker, Liam",D,Knights, 2017-18 Regular Season,1,0,0.5,0.5,1,2,16.30684932
"Balmas, Mitchell",LW,Olympiques, 2017-18 Regular Season,1,0.75,0,0.75,3,4,19.76164384
"Vilardi, Gabriel",C,Frontenacs, 2017-18 Regular Season,32,0.191304348,0.313043478,0.504347826,58,115,18.59397129
"Thomas, Robert",C,Knights, 2017-18 Regular Season,27,0.208333333,0.270833333,0.479166667,46,96,18.44887622
"Bouchard, Evan",D,Knights, 2017-18 Regular Season,66,0.105726872,0.273127753,0.378854626,86,227,18.4125808
"Svechnikov, Andrei",RW,Colts, 2017-18 Regular Season,44,0.192307692,0.153846154,0.346153846,72,208,17.98183821
"Merkley, Ryan",D,Storm, 2017-18 Regular Season,63,0.0625,0.259615385,0.322115385,67,208,17.59499212
"Fowler, Hayden",C,Otters, 2017-18 Regular Season,28,0.12195122,0.146341463,0.268292683,22,82,16.48110592
"Dellandrea, Ty",C,Firebirds, 2017-18 Regular Season,67,0.144385027,0.171122995,0.315508021,59,187,17.66095426
"Murray, Blake",C,Wolves, 2017-18 Regular Season,56,0.12804878,0.140243902,0.268292683,44,164,16.70343774
"Thomas, Akil",RW,IceDogs, 2017-18 Regular Season,68,0.092436975,0.24789916,0.340336134,81,238,18.21241233
"Suzuki, Nick",C,Attack, 2017-18 Regular Season,64,0.15498155,0.21402214,0.36900369,100,271,18.60866076
"Robertson, Jason",RW,Frontenacs, 2017-18 Regular Season,68,0.170833333,0.191666667,0.3625,87,240,18.66246444
"Tippett, Owen",RW,Steelheads, 2017-18 Regular Season,51,0.19047619,0.206349206,0.396825397,75,189,19.09143385
"Maksimov, Kirill",RW,IceDogs, 2017-18 Regular Season,62,0.157407407,0.212962963,0.37037037,80,216,18.80145342
"Brown, Logan",C,Spitfires, 2017-18 Regular Season,15,0.254901961,0.215686275,0.470588235,24,51,19.76863947
"Nyman, Linus",LW,Frontenacs, 2017-18 Regular Season,67,0.163179916,0.192468619,0.355648536,85,239,18.68657272
"Hillis, Cam",C,Storm, 2017-18 Regular Season,60,0.099502488,0.194029851,0.293532338,59,201,17.72980264
"Dunkley, Nathan",LW,Frontenacs, 2017-18 Regular Season,31,0.116071429,0.178571429,0.294642857,33,112,17.82849872
"Frost, Morgan",C,Greyhounds, 2017-18 Regular Season,66,0.133986928,0.225490196,0.359477124,110,306,18.84587277
"Thomas, Robert",C,Bulldogs, 2017-18 Regular Season,22,0.047058824,0.294117647,0.341176471,29,85,18.70694167
"Chmelevski, Sasha",C,67's, 2017-18 Regular Season,67,0.155963303,0.183486239,0.339449541,74,218,18.77560085
"Struthers, Matthew",C,Battalion, 2017-18 Regular Season,29,0.152173913,0.141304348,0.293478261,27,92,18.22603281
"Lodnia, Ivan",RW,Otters, 2017-18 Regular Season,62,0.113402062,0.190721649,0.304123711,59,194,18.51132659
"Raddysh, Taylor",RW,Otters, 2017-18 Regular Season,30,0.140186916,0.271028037,0.411214953,44,107,19.81637361
"Kyrou, Jordan",RW,Sting, 2017-18 Regular Season,55,0.150579151,0.266409266,0.416988417,108,259,19.86906998
"Jones, Ben",C,IceDogs, 2017-18 Regular Season,68,0.12605042,0.205882353,0.331932773,79,238,19.0617274
"Pu, Cliff",C,Knights, 2017-18 Regular Season,36,0.134453782,0.243697479,0.378151261,45,119,19.58685445
"Nizhnikov, Kirill",RW,Wolves, 2017-18 Regular Season,37,0.076086957,0.184782609,0.260869565,24,92,17.96714944
"McShane, Allan",C,Generals, 2017-18 Regular Season,66,0.078512397,0.185950413,0.26446281,64,242,18.08958294
"McLeod, Ryan",C,Steelheads, 2017-18 Regular Season,68,0.104417671,0.176706827,0.281124498,70,249,18.4969133
"Der-Arguchintsev, Semyon",C,Petes, 2017-18 Regular Season,68,0.054545455,0.177272727,0.231818182,51,220,17.50830818
"Luchuk, Aaron",C,Spitfires, 2017-18 Regular Season,30,0.28,0.23,0.51,51,100,20.6889737
"Sokolov, Dmitry",RW,Colts, 2017-18 Regular Season,29,0.202702703,0.189189189,0.391891892,58,148,19.93252759
"Brown, Logan",C,Rangers, 2017-18 Regular Season,16,0.14,0.26,0.4,20,50,20.03537221
"Douglas, Curtis",C,Spitfires, 2017-18 Regular Season,37,0.136363636,0.109090909,0.245454545,27,110,18.03444327
"Formenton, Alex",LW,Knights, 2017-18 Regular Season,47,0.162011173,0.106145251,0.268156425,48,179,18.51395066
"Jenkins, Blade",C,Spirit, 2017-18 Regular Season,67,0.104166667,0.119791667,0.223958333,43,192,17.60095395
"Caamano, Nicholas",LW,Firebirds, 2017-18 Regular Season,23,0.179104478,0.134328358,0.313432836,21,67,19.21500062
"Mascherin, Adam",LW,Rangers, 2017-18 Regular Season,66,0.169491525,0.194915254,0.36440678,86,236,19.77920746
"Garreffa, Joseph",RW,Rangers, 2017-18 Regular Season,67,0.050209205,0.221757322,0.271966527,65,239,18.60878181
"Ratcliffe, Isaac",LW,Storm, 2017-18 Regular Season,67,0.182222222,0.12,0.302222222,68,225,19.09090066
"Kaliyev, Arthur",RW,Bulldogs, 2017-18 Regular Season,68,0.124,0.068,0.192,48,250,16.72744528
"Hague, Nicolas",D,Steelheads, 2017-18 Regular Season,67,0.142276423,0.174796748,0.317073171,78,246,19.29143385
"Studnicka, Jack",C,Generals, 2017-18 Regular Season,66,0.091666667,0.208333333,0.3,72,240,19.07862385
"Dudas, Aidan",C,Attack, 2017-18 Regular Season,68,0.108391608,0.118881119,0.227272727,65,286,17.75934569
"Pu, Cliff",C,Frontenacs, 2017-18 Regular Season,29,0.12037037,0.240740741,0.361111111,39,108,19.79668151
"Noel, Serron",RW,Generals, 2017-18 Regular Season,61,0.119148936,0.09787234,0.217021277,51,235,17.60739116
"Sokolov, Dmitry",RW,Wolves, 2017-18 Regular Season,35,0.18018018,0.162162162,0.342342342,38,111,19.73842498
"Giroux, Damien",LW,Spirit, 2017-18 Regular Season,67,0.098958333,0.125,0.223958333,43,192,18.04204985
"Dunkley, Nathan",LW,Knights, 2017-18 Regular Season,28,0.080808081,0.141414141,0.222222222,22,99,18.03723832
"Coskey, Cole",RW,Spirit, 2017-18 Regular Season,67,0.140625,0.119791667,0.260416667,50,192,18.79821423
"Strome, Matthew",LW,Bulldogs, 2017-18 Regular Season,65,0.155462185,0.130252101,0.285714286,68,238,19.19187687
"Burghardt, Luke",C,Battalion, 2017-18 Regular Season,67,0.133971292,0.205741627,0.339712919,71,209,19.85069036
"Gogolev, Pavel",RW,Petes, 2017-18 Regular Season,66,0.142180095,0.08056872,0.222748815,47,211,18.08091092
"Goldowski, Jake",RW,Spirit, 2017-18 Regular Season,39,0.111111111,0.101010101,0.212121212,21,99,17.863967
"Roberts, Connor",C,Firebirds, 2017-18 Regular Season,44,0.12195122,0.097560976,0.219512195,27,123,18.07191316
"Durzi, Sean",D,Attack, 2017-18 Regular Season,40,0.089820359,0.203592814,0.293413174,49,167,19.39146128
"Robertson, Nick",C,Petes, 2017-18 Regular Season,62,0.076142132,0.091370558,0.16751269,33,197,16.51926709
"Brazeau, Justin",RW,Battalion, 2017-18 Regular Season,67,0.186602871,0.172248804,0.358851675,75,209,20.12192324
"Felhaber, Tye",LW,67's, 2017-18 Regular Season,67,0.133027523,0.174311927,0.30733945,67,218,19.61943646
"Hayton, Barrett",C,Greyhounds, 2017-18 Regular Season,62,0.06993007,0.132867133,0.202797203,58,286,17.7712629
"Miletic, Sam",LW,Knights, 2017-18 Regular Season,35,0.129032258,0.306451613,0.435483871,54,124,20.68774037
"Ang, Jonathan",C,Petes, 2017-18 Regular Season,39,0.1171875,0.21875,0.3359375,43,128,19.9399825
"Roy, Charles-Antoine",C,Olympiques, 2017-18 Regular Season,2,0,0.25,0.25,1,4,18.87671233
"Rollo, Tyler",LW,Petes, 2017-18 Regular Season,3,0.142857143,0.214285714,0.357142857,5,14,20.18356164
"Katchouk, Boris",RW,Greyhounds, 2017-18 Regular Season,58,0.154411765,0.158088235,0.3125,85,272,19.74998235
"Dineen, Cam",D,Battalion, 2017-18 Regular Season,39,0.090163934,0.204918033,0.295081967,36,122,19.55620635
"Levin, David",LW,Wolves, 2017-18 Regular Season,45,0.11023622,0.118110236,0.228346457,29,127,18.50294897
"Ruzicka, Adam",C,Sting, 2017-18 Regular Season,62,0.123239437,0.123239437,0.246478873,70,284,18.85263163
"Michnac, Albert",C,Steelheads, 2017-18 Regular Season,59,0.098130841,0.182242991,0.280373832,60,214,19.42294069
"Lipanov, Alexey",C,Colts, 2017-18 Regular Season,35,0.079710145,0.137681159,0.217391304,30,138,18.39358739
"Purboo, Cole",RW,Spitfires, 2017-18 Regular Season,67,0.1,0.133333333,0.233333333,49,210,18.75225149
"Maksimovich, Kyle",LW,Otters, 2017-18 Regular Season,65,0.151960784,0.171568627,0.323529412,66,204,20.02596474
"Clark, Kody",RW,67's, 2017-18 Regular Season,55,0.101694915,0.11299435,0.214689266,38,177,18.430395
"Chiodo, Lucas",LW,Colts, 2017-18 Regular Season,68,0.101351351,0.165540541,0.266891892,79,296,19.38458239
"Suzuki, Ryan",C,Colts, 2017-18 Regular Season,64,0.050359712,0.107913669,0.158273381,44,278,16.80923992
"Saigeon, Brandon",C,Bulldogs, 2017-18 Regular Season,65,0.145228216,0.145228216,0.290456432,70,241,19.76306172
"McLeod, Michael",C,Steelheads, 2017-18 Regular Season,38,0.117647059,0.205882353,0.323529412,44,136,20.12704711
"Keating, Austen",C,67's, 2017-18 Regular Season,65,0.114285714,0.123809524,0.238095238,50,210,19.03313451
"Bitten, Will",C,Bulldogs, 2017-18 Regular Season,62,0.087336245,0.192139738,0.279475983,64,229,19.68484059
"Serre, Noah",RW,Wolves, 2017-18 Regular Season,1,0.25,0,0.25,1,4,19.28493151
"Sandin, Rasmus",D,Greyhounds, 2017-18 Regular Season,50,0.05,0.1375,0.1875,45,240,18.02943408
"Raddysh, Taylor",RW,Greyhounds, 2017-18 Regular Season,27,0.142857143,0.166666667,0.30952381,39,126,20.07874948
"Barron, Travis",LW,67's, 2017-18 Regular Season,66,0.097222222,0.162037037,0.259259259,56,216,19.58655975
"Morgan, Cody",C,Spitfires, 2017-18 Regular Season,31,0.065934066,0.087912088,0.153846154,14,91,17.12368107
"Golod, Maxim",LW,Otters, 2017-18 Regular Season,61,0.06,0.105,0.165,33,200,17.58247578
"Sushko, Maksim",RW,Attack, 2017-18 Regular Season,60,0.116541353,0.109022556,0.22556391,60,266,19.10455117
"Pezzetta, Michael",C,Wolves, 2017-18 Regular Season,35,0.131578947,0.140350877,0.271929825,31,114,19.82530907
"Moore, Ryan",C,Firebirds, 2017-18 Regular Season,21,0.13559322,0.220338983,0.355932203,21,59,20.62869926
"Miletic, Sam",LW,IceDogs, 2017-18 Regular Season,28,0.206185567,0.18556701,0.391752577,38,97,20.87156712
"Entwistle, MacKenzie",RW,Bulldogs, 2017-18 Regular Season,49,0.069148936,0.132978723,0.20212766,38,188,18.68086966
"Douglas, Curtis",C,Colts, 2017-18 Regular Season,28,0.065420561,0.102803738,0.168224299,18,107,17.77098995
"Day, Sean",D,Frontenacs, 2017-18 Regular Season,23,0.011627907,0.290697674,0.302325581,26,86,20.19386155
"Gadjovich, Jonah",LW,Attack, 2017-18 Regular Season,42,0.125628141,0.115577889,0.24120603,48,199,19.43605508
"Hancock, Kevin",LW,Attack, 2017-18 Regular Season,53,0.1,0.1875,0.2875,69,240,20.04975665
"Timmins, Conor",D,Greyhounds, 2017-18 Regular Season,35,0.049689441,0.192546584,0.242236025,39,161,19.49280523
"Holmes, Hunter",C,Firebirds, 2017-18 Regular Season,40,0.097345133,0.079646018,0.17699115,20,113,18.14072697
"Rymsha, Drake",C,Sting, 2017-18 Regular Season,67,0.105802048,0.14334471,0.249146758,73,293,19.6194665
"Foudy, Liam",C,Knights, 2017-18 Regular Season,64,0.108108108,0.067567568,0.175675676,39,222,18.11943011
"Hinz, Brady",RW,Sting, 2017-18 Regular Season,40,0.074285714,0.085714286,0.16,28,175,17.68597179
"Dineen, Cam",D,Sting, 2017-18 Regular Season,25,0.081818182,0.172727273,0.254545455,28,110,19.74578231
"Schnarr, Nate",C,Storm, 2017-18 Regular Season,57,0.086956522,0.125,0.211956522,39,184,19.05988352
"Boka, Luke",RW,Spitfires, 2017-18 Regular Season,64,0.074257426,0.123762376,0.198019802,40,202,18.76868985
"Stratis, Peter",D,Wolves, 2017-18 Regular Season,27,0.028985507,0.144927536,0.173913043,12,69,18.16645143
"Hawel, Liam",C,Storm, 2017-18 Regular Season,62,0.068965517,0.133004926,0.201970443,41,203,18.92103765
"Antropov, Danil",LW,Generals, 2017-18 Regular Season,58,0.072463768,0.072463768,0.144927536,30,207,17.24026787
"Lipanov, Alexey",C,Wolves, 2017-18 Regular Season,19,0.069767442,0.11627907,0.186046512,8,43,18.58769083
"McCourt, Riley",D,Firebirds, 2017-18 Regular Season,30,0.048192771,0.108433735,0.156626506,13,83,17.72944741
"Damiani, Riley",C,Rangers, 2017-18 Regular Season,63,0.084444444,0.08,0.164444444,37,225,17.99429752
"Timms, Matthew",D,Petes, 2017-18 Regular Season,46,0.021276596,0.226950355,0.24822695,35,141,19.77552779
"Gilmour, Brady",C,Spirit, 2017-18 Regular Season,41,0.06870229,0.122137405,0.190839695,25,131,18.76440807
"Jones, Max",LW,Knights, 2017-18 Regular Season,25,0.214285714,0.035714286,0.25,21,84,19.82433088
"Singer, Danial",RW,IceDogs, 2017-18 Regular Season,67,0.111111111,0.094017094,0.205128205,48,234,19.10555561
"Studenic, Marian",RW,Bulldogs, 2017-18 Regular Season,62,0.091743119,0.128440367,0.220183486,48,218,19.39045898
"Struthers, Matthew",C,Attack, 2017-18 Regular Season,32,0.080357143,0.080357143,0.160714286,18,112,18.02023009
"Hinz, Brady",RW,Petes, 2017-18 Regular Season,28,0.055555556,0.1,0.155555556,14,90,17.8781712
"Commisso, Domenico",C,Generals, 2017-18 Regular Season,62,0.094827586,0.168103448,0.262931034,61,232,20.07588432
"Carson, Macauley",LW,Wolves, 2017-18 Regular Season,48,0.0859375,0.109375,0.1953125,25,128,19.01509465
"Willms, Jason",C,Colts, 2017-18 Regular Season,68,0.091216216,0.108108108,0.199324324,59,296,19.11060978
"Coe, Brandon",RW,Battalion, 2017-18 Regular Season,62,0.050761421,0.065989848,0.116751269,23,197,16.29178625
"MacDougall, Mathew",LW,Spitfires, 2017-18 Regular Season,65,0.084158416,0.074257426,0.158415842,32,202,18.15225146
"Day, Sean",D,Spitfires, 2017-18 Regular Season,27,0.046511628,0.197674419,0.244186047,21,86,19.94037726
"Gritz, Alex",LW,Otters, 2017-18 Regular Season,67,0.060747664,0.079439252,0.140186916,30,214,17.50576345
"Luchuk, Aaron",C,Colts, 2017-18 Regular Season,38,0.121546961,0.232044199,0.35359116,64,181,20.95718513
"Grondin, Max",C,Spirit, 2017-18 Regular Season,65,0.059139785,0.086021505,0.14516129,27,186,17.70506354
"Caamano, Nicholas",LW,Bulldogs, 2017-18 Regular Season,41,0.077844311,0.137724551,0.215568862,36,167,19.52338372
"Stepien, Ryan",RW,Spirit, 2017-18 Regular Season,49,0.074074074,0.044444444,0.118518519,16,135,16.49410464
"Poddubnyi, Gera",C,Otters, 2017-18 Regular Season,65,0.089108911,0.089108911,0.178217822,36,202,18.77699505
"Toropchenko, Alexey",RW,Storm, 2017-18 Regular Season,66,0.076923077,0.099547511,0.176470588,39,221,18.73473628
"Clarke, Graeme",RW,67's, 2017-18 Regular Season,62,0.07,0.055,0.125,25,200,16.89888852
"MacLean, Kyle",C,Generals, 2017-18 Regular Season,43,0.064516129,0.116129032,0.180645161,28,155,18.88633411
"Korostelev, Nikita",RW,Petes, 2017-18 Regular Season,64,0.147058824,0.220588235,0.367647059,75,204,21.11104791
"Moverare, Jacob",D,Steelheads, 2017-18 Regular Season,32,0.028301887,0.169811321,0.198113208,21,106,19.3369804
"Larionov, Igor",RW,Spitfires, 2017-18 Regular Season,31,0.06,0.15,0.21,21,100,19.56475103
"Brassard, Matt",D,Generals, 2017-18 Regular Season,67,0.065843621,0.144032922,0.209876543,51,243,19.61013089
"Gettinger, Tim",LW,Greyhounds, 2017-18 Regular Season,65,0.11,0.12,0.23,69,300,19.92806455
"Bulitka, Shane",LW,Wolves, 2017-18 Regular Season,66,0.046632124,0.119170984,0.165803109,32,193,18.69521856
"Thilander, Adam",D,Battalion, 2017-18 Regular Season,67,0.057416268,0.14354067,0.200956938,42,209,19.49726571
"Keane, Joey",D,Colts, 2017-18 Regular Season,62,0.045283019,0.120754717,0.166037736,44,265,18.71582463
"DeNoble, Logan",C,Petes, 2017-18 Regular Season,59,0.158974359,0.107692308,0.266666667,52,195,20.4288053
"Wong, Nick",C,Generals, 2017-18 Regular Season,62,0.072340426,0.038297872,0.110638298,26,235,16.49780212
"Samorukov, Dmitri",D,Storm, 2017-18 Regular Season,62,0.053921569,0.112745098,0.166666667,34,204,18.75927902
"Gallant, Zach",C,Petes, 2017-18 Regular Season,54,0.09039548,0.084745763,0.175141243,31,177,18.99949788
"Kohn, Mason",C,Spirit, 2017-18 Regular Season,53,0.116883117,0.194805195,0.311688312,48,154,20.87766628
"Peca, Jaden",RW,Colts, 2017-18 Regular Season,64,0.057761733,0.111913357,0.16967509,47,277,18.92156869
