"MacKinnon, Carson",LW,Océanic, 2017-18 | Regular Season,51,0.048387097,0.102150538,0.150537634,28,186,18.35997093,0.781388669,0.117628402
"Ethier, Thomas",LW,Armada, 2017-18 | Regular Season,21,0.093333333,0.053333333,0.146666667,11,75,18.23416178,0.801593617,0.117567064
"Martineau, Phélix",C,Screaming Eagles, 2017-18 | Regular Season,54,0.133333333,0.148717949,0.282051282,55,195,20.63199527,0.41650156,0.117474799
"Rubtsov, German",C,Saguenéens, 2017-18 | Regular Season,7,0,0.1875,0.1875,3,16,19.33424658,0.62492,0.1171725
"Asselin, Samuel",C,Titan, 2017-18 | Regular Season,5,0.05,0.15,0.2,4,20,19.57910959,0.585595,0.117119
"Maher, Jordan",RW,Titan, 2017-18 | Regular Season,22,0.097222222,0.111111111,0.208333333,15,72,19.72673515,0.561886335,0.117059653
"Sutton, Jesse",C,Remparts, 2017-18 | Regular Season,51,0.090361446,0.126506024,0.21686747,36,166,19.87711884,0.537734715,0.116617167
"Truchon-Viel, Jeffrey",LW,Titan, 2017-18 | Regular Season,21,0.173913043,0.130434783,0.304347826,21,69,20.84121989,0.382900086,0.116534809
"Finoro, Giordano",C,Olympiques, 2017-18 | Regular Season,42,0.097902098,0.104895105,0.202797203,29,143,19.65438029,0.573506526,0.116305519
"Hardie, Daniel",LW,Islanders, 2017-18 | Regular Season,25,0.094594595,0.108108108,0.202702703,15,74,19.66746218,0.571405574,0.115825454
"Durocher, Jeffrey",LW,Olympiques, 2017-18 | Regular Season,48,0.045751634,0.124183007,0.169934641,26,153,18.98419251,0.681138682,0.115749057
"Ducharme, Justin",RW,Titan, 2017-18 | Regular Season,17,0.056603774,0.075471698,0.132075472,7,53,17.76901433,0.876296298,0.115737247
"Boucher, Anthony",C,Sea Dogs, 2017-18 | Regular Season,23,0.032786885,0.163934426,0.196721311,12,61,19.59150964,0.583603552,0.114807256
"Welsh, Nicholas",D,Wildcats, 2017-18 | Regular Season,53,0.04494382,0.224719101,0.269662921,48,178,20.5771438,0.425310706,0.114690527
"Boucher, Mathieu",LW,Huskies, 2017-18 | Regular Season,49,0.158823529,0.147058824,0.305882353,52,170,20.89077043,0.37494227,0.114688224
"Teasdale, Joël",LW,Armada, 2017-18 | Regular Season,18,0.096774194,0.064516129,0.161290323,10,62,18.82249848,0.707106744,0.114049475
"Element, Shawn",RW,Drakkar, 2017-18 | Regular Season,19,0.083333333,0.041666667,0.125,6,48,17.56277883,0.90941772,0.113677215
"Chainey, Jocktan",D,Mooseheads, 2017-18 | Regular Season,51,0.028708134,0.114832536,0.14354067,30,209,18.32341384,0.787259737,0.11300379
"Gagnon, Anthony",RW,Océanic, 2017-18 | Regular Season,24,0.059405941,0.108910891,0.168316832,17,101,19.061807,0.668673795,0.112549055
"Seitz, Dylan",LW,Wildcats, 2017-18 | Regular Season,45,0.080536913,0.080536913,0.161073826,24,149,18.8887054,0.696473912,0.112183717
"Gagné, Benjamin",D,Remparts, 2017-18 | Regular Season,49,0.049079755,0.128834356,0.17791411,29,163,19.3072544,0.629254944,0.111953334
"Kirwan, Luke",LW,Remparts, 2017-18 | Regular Season,20,0.15,0.083333333,0.233333333,14,60,20.24027116,0.479412452,0.111862905
"Parent, Xavier",C,Mooseheads, 2017-18 | Regular Season,48,0.044334975,0.064039409,0.108374384,22,203,16.80778659,1.030669474,0.11169817
"Bramwell, Connor",LW,Voltigeurs, 2017-18 | Regular Season,34,0.092198582,0.156028369,0.24822695,35,141,20.43703438,0.447812278,0.111159076
"Lalonde, Bradley",D,Drakkar, 2017-18 | Regular Season,18,0.039215686,0.196078431,0.235294118,12,51,20.28434149,0.472334756,0.11113759
"Nadeau, Mathieu",RW,Océanic, 2017-18 | Regular Season,26,0.121495327,0.214953271,0.336448598,36,107,21.19826398,0.325558805,0.109533804
"Ryczek, Jake",D,Mooseheads, 2017-18 | Regular Season,27,0.051282051,0.153846154,0.205128205,24,117,19.91642037,0.531422889,0.109009823
"Aucoin, Yan",D,Drakkar, 2017-18 | Regular Season,20,0.019607843,0.117647059,0.137254902,7,51,18.28445748,0.793516129,0.108913979
"Couture, Alexandre",RW,Foreurs, 2017-18 | Regular Season,20,0,0.125,0.125,4,32,17.82690682,0.866998765,0.108374846
"L'Italien, Samuel",C,Titan, 2017-18 | Regular Season,23,0.08,0.106666667,0.186666667,14,75,19.63632363,0.576406425,0.107595866
"Katerinakis, Alexander",RW,Armada, 2017-18 | Regular Season,17,0.06779661,0.118644068,0.186440678,11,59,19.67022404,0.570962019,0.106450546
"St-Laurent, Edouard",C,Drakkar, 2017-18 | Regular Season,20,0.039215686,0.078431373,0.117647059,6,51,17.60764155,0.902212766,0.106142678
"Bertrand, Yannik",LW,Océanic, 2017-18 | Regular Season,16,0.111111111,0.092592593,0.203703704,11,54,20.02356459,0.514215527,0.104747607
"MacKinnon, Evan",C,Phoenix, 2017-18 | Regular Season,17,0.073170732,0.048780488,0.12195122,5,41,17.88189137,0.858168246,0.104654664
"Aquin, Pascal",LW,Islanders, 2017-18 | Regular Season,45,0.151079137,0.09352518,0.244604317,34,139,20.56441276,0.42735531,0.104532954
"Bilodeau, Gabriel",D,Olympiques, 2017-18 | Regular Season,48,0.038216561,0.140127389,0.178343949,28,157,19.59515504,0.583018101,0.10397775
"Proulx, Gabriel",RW,Screaming Eagles, 2017-18 | Regular Season,45,0.025477707,0.121019108,0.146496815,23,157,18.82775463,0.706262607,0.103465223
